,Gene,Hallmark,Subprocess,ENSEMBL,ENSEMBL_mice
4715,MAGEA1,Proteostasis,Ubiquitin Proteasome System,ENSG00000198681,ENSMUSG00000096644
4716,MAGEA2,Proteostasis,Ubiquitin Proteasome System,ENSG00000268606,ENSMUSG00000055746
4717,MAGEA3,Proteostasis,Ubiquitin Proteasome System,ENSG00000292186,ENSMUSG00000094196
4718,MAGEA6,Proteostasis,Ubiquitin Proteasome System,ENSG00000292195,ENSMUSG00000063728
4719,MAGEA4,Proteostasis,Ubiquitin Proteasome System,ENSG00000147381,ENSMUSG00000033343
4720,MAGEA12,Proteostasis,Ubiquitin Proteasome System,ENSG00000213401,
4721,MAGEC2,Proteostasis,Ubiquitin Proteasome System,ENSG00000046774,ENSMUSG00000045330
4722,MAGEB18,Proteostasis,Ubiquitin Proteasome System,ENSG00000176774,ENSMUSG00000067649
4723,MAGED1,Proteostasis,Ubiquitin Proteasome System,ENSG00000179222,ENSMUSG00000025151
4724,MAGEF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000177383,ENSMUSG00000121787
4725,NSMCE3,Proteostasis,Ubiquitin Proteasome System,ENSG00000282130,ENSMUSG00000070520
4726,MAGEL2,Proteostasis,Ubiquitin Proteasome System,ENSG00000254585,ENSMUSG00000056972
4727,MAGEA11,Proteostasis,Ubiquitin Proteasome System,ENSG00000185247,
4730,TNFAIP3,Proteostasis,Ubiquitin Proteasome System,ENSG00000118503,ENSMUSG00000019850
4731,NEURL4,Proteostasis,Ubiquitin Proteasome System,ENSG00000215041,ENSMUSG00000047284
4732,JADE2,Proteostasis,Ubiquitin Proteasome System,ENSG00000043143,ENSMUSG00000020387
4734,TMEM129,Proteostasis,Ubiquitin Proteasome System,ENSG00000168936,ENSMUSG00000019295
4735,E4F1,Proteostasis,Ubiquitin Proteasome System,ENSG00000167967,ENSMUSG00000024137
4736,ZFP91,Proteostasis,Ubiquitin Proteasome System,ENSG00000186660,ENSMUSG00000024695
4737,C10orf90,Proteostasis,Ubiquitin Proteasome System,ENSG00000154493,
4738,UBE3D,Proteostasis,Ubiquitin Proteasome System,ENSG00000118420,ENSMUSG00000032415
4739,EGR2,Proteostasis,Ubiquitin Proteasome System,ENSG00000122877,ENSMUSG00000037868
4740,PPP1R11,Proteostasis,Ubiquitin Proteasome System,ENSG00000204619,ENSMUSG00000036398
4741,TRAF3IP2,Proteostasis,Ubiquitin Proteasome System,ENSG00000056972,ENSMUSG00000019842
4746,PIAS1,Proteostasis,Ubiquitin Proteasome System,ENSG00000033800,ENSMUSG00000032405
4747,PIAS2,Proteostasis,Ubiquitin Proteasome System,ENSG00000078043,ENSMUSG00000025423
4748,PIAS3,Proteostasis,Ubiquitin Proteasome System,ENSG00000131788,ENSMUSG00000028101
4749,PIAS4,Proteostasis,Ubiquitin Proteasome System,ENSG00000105229,ENSMUSG00000004934
4750,NSMCE2,Proteostasis,Ubiquitin Proteasome System,ENSG00000156831,ENSMUSG00000059586
4751,RANBP2,Proteostasis,Ubiquitin Proteasome System,ENSG00000153201,ENSMUSG00000003226
4752,CBX4,Proteostasis,Ubiquitin Proteasome System,ENSG00000141582,ENSMUSG00000039989
4753,ZBED1,Proteostasis,Ubiquitin Proteasome System,ENSG00000292345,
4754,ZNF451,Proteostasis,Ubiquitin Proteasome System,ENSG00000112200,
4755,DCUN1D1,Proteostasis,Ubiquitin Proteasome System,ENSG00000043093,ENSMUSG00000027708
4756,DCUN1D2,Proteostasis,Ubiquitin Proteasome System,ENSG00000150401,ENSMUSG00000038506
4757,DCUN1D3,Proteostasis,Ubiquitin Proteasome System,ENSG00000188215,ENSMUSG00000048787
4758,DCUN1D4,Proteostasis,Ubiquitin Proteasome System,ENSG00000109184,ENSMUSG00000051674
4759,DCUN1D5,Proteostasis,Ubiquitin Proteasome System,ENSG00000137692,ENSMUSG00000032002
4760,UFL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000014123,ENSMUSG00000040359
4761,CDK5RAP3,Proteostasis,Ubiquitin Proteasome System,ENSG00000108465,ENSMUSG00000018669
4762,DDRGK1,Proteostasis,Ubiquitin Proteasome System,ENSG00000198171,ENSMUSG00000068290
4763,ATG5,Proteostasis,Ubiquitin Proteasome System,ENSG00000057663,ENSMUSG00000038160
4764,ATG16L1,Proteostasis,Ubiquitin Proteasome System,ENSG00000085978,ENSMUSG00000026289
4765,ATG16L2,Proteostasis,Ubiquitin Proteasome System,ENSG00000168010,ENSMUSG00000047767
4772,USP33,Proteostasis,Ubiquitin Proteasome System,ENSG00000077254,ENSMUSG00000025437
4773,USP20,Proteostasis,Ubiquitin Proteasome System,ENSG00000136878,ENSMUSG00000026854
4774,USP5,Proteostasis,Ubiquitin Proteasome System,ENSG00000111667,ENSMUSG00000038429
4775,USP13,Proteostasis,Ubiquitin Proteasome System,ENSG00000058056,ENSMUSG00000056900
4776,USP3,Proteostasis,Ubiquitin Proteasome System,ENSG00000140455,ENSMUSG00000032376
4777,USP16,Proteostasis,Ubiquitin Proteasome System,ENSG00000291527,ENSMUSG00000025616
4778,USP22,Proteostasis,Ubiquitin Proteasome System,ENSG00000124422,ENSMUSG00000042506
4779,USP39,Proteostasis,Ubiquitin Proteasome System,ENSG00000168883,ENSMUSG00000056305
4780,USP44,Proteostasis,Ubiquitin Proteasome System,ENSG00000136014,ENSMUSG00000020020
4781,USP45,Proteostasis,Ubiquitin Proteasome System,ENSG00000123552,ENSMUSG00000040455
4782,USP49,Proteostasis,Ubiquitin Proteasome System,ENSG00000164663,ENSMUSG00000090115
4783,USP51,Proteostasis,Ubiquitin Proteasome System,ENSG00000247746,ENSMUSG00000067215
4784,USP28,Proteostasis,Ubiquitin Proteasome System,ENSG00000048028,ENSMUSG00000032267
4785,USP25,Proteostasis,Ubiquitin Proteasome System,ENSG00000155313,ENSMUSG00000022867
4786,USP37,Proteostasis,Ubiquitin Proteasome System,ENSG00000135913,ENSMUSG00000033364
4787,USP26,Proteostasis,Ubiquitin Proteasome System,ENSG00000134588,ENSMUSG00000055780
4788,USP29,Proteostasis,Ubiquitin Proteasome System,ENSG00000131864,ENSMUSG00000051527
4789,USP35,Proteostasis,Ubiquitin Proteasome System,ENSG00000118369,ENSMUSG00000035713
4794,USP6,Proteostasis,Ubiquitin Proteasome System,ENSG00000129204,
4795,USP8,Proteostasis,Ubiquitin Proteasome System,ENSG00000138592,ENSMUSG00000027363
4796,USP10,Proteostasis,Ubiquitin Proteasome System,ENSG00000103194,ENSMUSG00000031826
4797,CYLD,Proteostasis,Ubiquitin Proteasome System,ENSG00000083799,ENSMUSG00000036712
4804,USP30,Proteostasis,Ubiquitin Proteasome System,ENSG00000135093,ENSMUSG00000029592
4805,USP36,Proteostasis,Ubiquitin Proteasome System,ENSG00000055483,ENSMUSG00000033909
4806,USP38,Proteostasis,Ubiquitin Proteasome System,ENSG00000170185,ENSMUSG00000038250
4807,USP42,Proteostasis,Ubiquitin Proteasome System,ENSG00000106346,ENSMUSG00000051306
4808,USP53,Proteostasis,Ubiquitin Proteasome System,ENSG00000145390,ENSMUSG00000039701
4809,USP54,Proteostasis,Ubiquitin Proteasome System,ENSG00000166348,ENSMUSG00000034235
4810,USP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000162607,ENSMUSG00000028560
4811,USP2,Proteostasis,Ubiquitin Proteasome System,ENSG00000036672,ENSMUSG00000032010
4812,USP12,Proteostasis,Ubiquitin Proteasome System,ENSG00000152484,ENSMUSG00000029640
4813,USP18,Proteostasis,Ubiquitin Proteasome System,ENSG00000184979,ENSMUSG00000030107
4814,USP17L2,Proteostasis,Ubiquitin Proteasome System,ENSG00000284975,
4815,USP21,Proteostasis,Ubiquitin Proteasome System,ENSG00000143258,ENSMUSG00000053483
4816,USP27X,Proteostasis,Ubiquitin Proteasome System,ENSG00000273820,ENSMUSG00000046269
4817,USP46,Proteostasis,Ubiquitin Proteasome System,ENSG00000109189,ENSMUSG00000054814
4818,USP50,Proteostasis,Ubiquitin Proteasome System,ENSG00000170236,ENSMUSG00000027364
4819,USPL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000132952,ENSMUSG00000041264
4821,UCHL3,Proteostasis,Ubiquitin Proteasome System,ENSG00000118939,ENSMUSG00000022111
4822,BAP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000163930,ENSMUSG00000021901
4823,UCHL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000154277,ENSMUSG00000029223
4825,COPS5,Proteostasis,Ubiquitin Proteasome System,ENSG00000121022,ENSMUSG00000025917
4826,EIF3F,Proteostasis,Ubiquitin Proteasome System,ENSG00000175390,ENSMUSG00000031029
4827,BRCC3,Proteostasis,Ubiquitin Proteasome System,ENSG00000185515,ENSMUSG00000031201
4828,STAMBP,Proteostasis,Ubiquitin Proteasome System,ENSG00000124356,ENSMUSG00000006906
4829,STAMBPL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000138134,ENSMUSG00000024776
4830,MPND,Proteostasis,Ubiquitin Proteasome System,ENSG00000008382,ENSMUSG00000003199
4831,MYSM1,Proteostasis,Ubiquitin Proteasome System,ENSG00000162601,ENSMUSG00000062627
4837,ZRANB1,Proteostasis,Ubiquitin Proteasome System,ENSG00000019995,ENSMUSG00000030967
4838,ALG13,Proteostasis,Ubiquitin Proteasome System,ENSG00000101901,ENSMUSG00000041718
4840,OTUB2,Proteostasis,Ubiquitin Proteasome System,ENSG00000277276,ENSMUSG00000021203
4841,OTUD1,Proteostasis,Ubiquitin Proteasome System,ENSG00000165312,ENSMUSG00000043415
4842,OTUD3,Proteostasis,Ubiquitin Proteasome System,ENSG00000169914,ENSMUSG00000041161
4843,OTUD4,Proteostasis,Ubiquitin Proteasome System,ENSG00000164164,ENSMUSG00000036990
4844,OTUD5,Proteostasis,Ubiquitin Proteasome System,ENSG00000292211,ENSMUSG00000031154
4845,OTUD6A,Proteostasis,Ubiquitin Proteasome System,ENSG00000189401,ENSMUSG00000051582
4846,OTUD6B,Proteostasis,Ubiquitin Proteasome System,ENSG00000155100,ENSMUSG00000040550
4847,OTULIN,Proteostasis,Ubiquitin Proteasome System,ENSG00000154124,ENSMUSG00000046034
4848,MINDY1,Proteostasis,Ubiquitin Proteasome System,ENSG00000143409,ENSMUSG00000038712
4849,MINDY2,Proteostasis,Ubiquitin Proteasome System,ENSG00000128923,ENSMUSG00000042444
4850,MINDY3,Proteostasis,Ubiquitin Proteasome System,ENSG00000148481,ENSMUSG00000026767
4851,MINDY4,Proteostasis,Ubiquitin Proteasome System,ENSG00000106125,ENSMUSG00000038022
4853,ATXN3L,Proteostasis,Ubiquitin Proteasome System,ENSG00000123594,
4854,JOSD1,Proteostasis,Ubiquitin Proteasome System,ENSG00000100221,ENSMUSG00000022426
4855,JOSD2,Proteostasis,Ubiquitin Proteasome System,ENSG00000161677,ENSMUSG00000038695
4856,ZUP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000153975,ENSMUSG00000039531
4857,UFSP2,Proteostasis,Ubiquitin Proteasome System,ENSG00000109775,ENSMUSG00000031634
4858,UFSP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000176125,ENSMUSG00000051502
4859,SENP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000079387,ENSMUSG00000033075
4860,SENP2,Proteostasis,Ubiquitin Proteasome System,ENSG00000163904,ENSMUSG00000022855
4861,SENP3,Proteostasis,Ubiquitin Proteasome System,ENSG00000161956,ENSMUSG00000005204
4862,SENP5,Proteostasis,Ubiquitin Proteasome System,ENSG00000119231,ENSMUSG00000022772
4863,SENP6,Proteostasis,Ubiquitin Proteasome System,ENSG00000112701,ENSMUSG00000034252
4864,SENP7,Proteostasis,Ubiquitin Proteasome System,ENSG00000138468,ENSMUSG00000052917
4865,SENP8,Proteostasis,Ubiquitin Proteasome System,ENSG00000166192,ENSMUSG00000051705
4866,ATG4A,Proteostasis,Ubiquitin Proteasome System,ENSG00000101844,ENSMUSG00000079418
4867,ATG4B,Proteostasis,Ubiquitin Proteasome System,ENSG00000168397,ENSMUSG00000026280
4868,ATG4C,Proteostasis,Ubiquitin Proteasome System,ENSG00000125703,ENSMUSG00000028550
4869,ATG4D,Proteostasis,Ubiquitin Proteasome System,ENSG00000130734,ENSMUSG00000002820
4871,COPS6,Proteostasis,Ubiquitin Proteasome System,ENSG00000168090,ENSMUSG00000019494
4872,COPS2,Proteostasis,Ubiquitin Proteasome System,ENSG00000166200,ENSMUSG00000027206
4873,COPS3,Proteostasis,Ubiquitin Proteasome System,ENSG00000141030,ENSMUSG00000019373
4874,COPS4,Proteostasis,Ubiquitin Proteasome System,ENSG00000138663,ENSMUSG00000035297
4875,COPS7A,Proteostasis,Ubiquitin Proteasome System,ENSG00000111652,ENSMUSG00000030127
4876,COPS7B,Proteostasis,Ubiquitin Proteasome System,ENSG00000144524,ENSMUSG00000026240
4877,COPS8,Proteostasis,Ubiquitin Proteasome System,ENSG00000198612,ENSMUSG00000034432
4878,GPS1,Proteostasis,Ubiquitin Proteasome System,ENSG00000169727,ENSMUSG00000025156
4883,CAPN15,Proteostasis,Ubiquitin Proteasome System,ENSG00000103326,ENSMUSG00000037326
4905,ZFAND3,Proteostasis,Ubiquitin Proteasome System,ENSG00000156639,ENSMUSG00000044477
4907,ZFAND6,Proteostasis,Ubiquitin Proteasome System,ENSG00000086666,ENSMUSG00000030629
4920,UBE2V1,Proteostasis,Ubiquitin Proteasome System,ENSG00000244687,ENSMUSG00000078923
4921,UBE2V2,Proteostasis,Ubiquitin Proteasome System,ENSG00000169139,ENSMUSG00000022674
4971,UIMC1,Proteostasis,Ubiquitin Proteasome System,ENSG00000087206,ENSMUSG00000025878
4972,N4BP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000102921,ENSMUSG00000031652
4981,RWDD3,Proteostasis,Ubiquitin Proteasome System,ENSG00000122481,ENSMUSG00000028133
5014,DESI1,Proteostasis,Ubiquitin Proteasome System,ENSG00000100418,ENSMUSG00000022472
5016,TANK,Proteostasis,Ubiquitin Proteasome System,ENSG00000136560,ENSMUSG00000064289
5017,UBAC2,Proteostasis,Ubiquitin Proteasome System,ENSG00000134882,ENSMUSG00000041765
5018,RHBDD3,Proteostasis,Ubiquitin Proteasome System,ENSG00000100263,ENSMUSG00000034175
5019,PROKR1,Proteostasis,Ubiquitin Proteasome System,ENSG00000169618,ENSMUSG00000049409
5020,AUP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000115307,ENSMUSG00000068328
5022,DNAJB2,Proteostasis,Ubiquitin Proteasome System,ENSG00000135924,ENSMUSG00000026203
5023,DAXX,Proteostasis,Ubiquitin Proteasome System,ENSG00000231617,ENSMUSG00000002307
5024,MARK1,Proteostasis,Ubiquitin Proteasome System,ENSG00000116141,ENSMUSG00000026620
5025,MARK2,Proteostasis,Ubiquitin Proteasome System,ENSG00000072518,ENSMUSG00000024969
5026,MARK3,Proteostasis,Ubiquitin Proteasome System,ENSG00000075413,ENSMUSG00000007411
5027,MARK4,Proteostasis,Ubiquitin Proteasome System,ENSG00000007047,ENSMUSG00000030397
5028,PRKAA1,Proteostasis,Ubiquitin Proteasome System,ENSG00000132356,ENSMUSG00000050697
5029,PRKAA2,Proteostasis,Ubiquitin Proteasome System,ENSG00000162409,ENSMUSG00000028518
5030,SIK1B,Proteostasis,Ubiquitin Proteasome System,,
5031,SIK1,Proteostasis,Ubiquitin Proteasome System,ENSG00000142178,ENSMUSG00000024042
5032,SIK2,Proteostasis,Ubiquitin Proteasome System,ENSG00000170145,ENSMUSG00000037112
5033,SIK3,Proteostasis,Ubiquitin Proteasome System,ENSG00000160584,ENSMUSG00000034135
5034,BRSK1,Proteostasis,Ubiquitin Proteasome System,ENSG00000160469,ENSMUSG00000035390
5035,BRSK2,Proteostasis,Ubiquitin Proteasome System,ENSG00000291428,ENSMUSG00000053046
5036,LATS1,Proteostasis,Ubiquitin Proteasome System,ENSG00000131023,ENSMUSG00000040021
5037,LATS2,Proteostasis,Ubiquitin Proteasome System,ENSG00000150457,ENSMUSG00000021959
5038,TNK1,Proteostasis,Ubiquitin Proteasome System,ENSG00000174292,ENSMUSG00000001583
5039,TNK2,Proteostasis,Ubiquitin Proteasome System,ENSG00000061938,ENSMUSG00000022791
5040,SNRK,Proteostasis,Ubiquitin Proteasome System,ENSG00000163788,ENSMUSG00000038145
5041,RIOK3,Proteostasis,Ubiquitin Proteasome System,ENSG00000101782,ENSMUSG00000024404
5042,EIF2AK4,Proteostasis,Ubiquitin Proteasome System,ENSG00000128829,ENSMUSG00000005102
5043,CDK2,Proteostasis,Ubiquitin Proteasome System,ENSG00000123374,ENSMUSG00000025358
5044,HIPK2,Proteostasis,Ubiquitin Proteasome System,ENSG00000064393,ENSMUSG00000061436
5047,UBASH3B,Proteostasis,Ubiquitin Proteasome System,ENSG00000154127,ENSMUSG00000032020
5048,UBASH3A,Proteostasis,Ubiquitin Proteasome System,ENSG00000160185,ENSMUSG00000042345
5049,DPP9,Proteostasis,Ubiquitin Proteasome System,ENSG00000142002,ENSMUSG00000001229
5050,HDAC6,Proteostasis,Ubiquitin Proteasome System,ENSG00000094631,ENSMUSG00000031161
5051,HYPK,Proteostasis,Ubiquitin Proteasome System,ENSG00000242028,ENSMUSG00000027245
5052,PARP10,Proteostasis,Ubiquitin Proteasome System,ENSG00000178685,ENSMUSG00000063268
5053,CENPE,Proteostasis,Ubiquitin Proteasome System,ENSG00000138778,ENSMUSG00000045328
5054,ZMYM3,Proteostasis,Ubiquitin Proteasome System,ENSG00000147130,ENSMUSG00000031310
5055,NUP153,Proteostasis,Ubiquitin Proteasome System,ENSG00000124789,ENSMUSG00000021374
5056,POLH,Proteostasis,Ubiquitin Proteasome System,ENSG00000170734,ENSMUSG00000023953
5057,POLK,Proteostasis,Ubiquitin Proteasome System,ENSG00000122008,ENSMUSG00000021668
5058,POLI,Proteostasis,Ubiquitin Proteasome System,ENSG00000101751,ENSMUSG00000038425
5059,REV1,Proteostasis,Ubiquitin Proteasome System,ENSG00000135945,ENSMUSG00000026082
5060,ERCC5,Proteostasis,Ubiquitin Proteasome System,ENSG00000134899,ENSMUSG00000026048
5061,SLX4,Proteostasis,Ubiquitin Proteasome System,ENSG00000188827,ENSMUSG00000039738
5062,DCLRE1A,Proteostasis,Ubiquitin Proteasome System,ENSG00000198924,ENSMUSG00000025077
5063,FAN1,Proteostasis,Ubiquitin Proteasome System,ENSG00000276787,ENSMUSG00000033458
5064,FAAP20,Proteostasis,Ubiquitin Proteasome System,ENSG00000162585,ENSMUSG00000073684
5065,XRCC4,Proteostasis,Ubiquitin Proteasome System,ENSG00000152422,ENSMUSG00000021615
5066,TP53BP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000067369,
5067,NEIL3,Proteostasis,Ubiquitin Proteasome System,ENSG00000109674,ENSMUSG00000039396
5068,TDG,Proteostasis,Ubiquitin Proteasome System,ENSG00000139372,ENSMUSG00000034674
5069,ERCC6L,Proteostasis,Ubiquitin Proteasome System,ENSG00000186871,ENSMUSG00000051220
5070,TDP2,Proteostasis,Ubiquitin Proteasome System,ENSG00000111802,ENSMUSG00000035958
5071,UBAP2,Proteostasis,Ubiquitin Proteasome System,ENSG00000137073,ENSMUSG00000028433
5072,UBAP2L,Proteostasis,Ubiquitin Proteasome System,ENSG00000143569,ENSMUSG00000042520
5073,RFC1,Proteostasis,Ubiquitin Proteasome System,ENSG00000035928,ENSMUSG00000029191
5074,WRNIP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000124535,ENSMUSG00000021400
5075,ZRANB3,Proteostasis,Ubiquitin Proteasome System,ENSG00000121988,ENSMUSG00000036086
5076,N4BP2,Proteostasis,Ubiquitin Proteasome System,ENSG00000078177,ENSMUSG00000037795
5077,SMARCAD1,Proteostasis,Ubiquitin Proteasome System,ENSG00000163104,ENSMUSG00000029920
5078,RSF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000048649,ENSMUSG00000035623
5079,FUS,Proteostasis,Ubiquitin Proteasome System,ENSG00000089280,ENSMUSG00000030795
5080,DMRTA1,Proteostasis,Ubiquitin Proteasome System,ENSG00000176399,ENSMUSG00000043753
5081,DMRTA2,Proteostasis,Ubiquitin Proteasome System,ENSG00000142700,ENSMUSG00000047143
5082,TAF15,Proteostasis,Ubiquitin Proteasome System,ENSG00000276833,ENSMUSG00000020680
5083,ASH2L,Proteostasis,Ubiquitin Proteasome System,ENSG00000129691,ENSMUSG00000031575
5084,KLF4,Proteostasis,Ubiquitin Proteasome System,ENSG00000136826,ENSMUSG00000003032
5085,ATF7IP,Proteostasis,Ubiquitin Proteasome System,ENSG00000171681,ENSMUSG00000030213
5086,YAF2,Proteostasis,Ubiquitin Proteasome System,ENSG00000015153,ENSMUSG00000022634
5087,MTA1,Proteostasis,Ubiquitin Proteasome System,ENSG00000182979,ENSMUSG00000021144
5088,YAP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000137693,ENSMUSG00000053110
5089,ATXN7L3,Proteostasis,Ubiquitin Proteasome System,ENSG00000087152,ENSMUSG00000059995
5090,ATXN7,Proteostasis,Ubiquitin Proteasome System,ENSG00000163635,ENSMUSG00000021738
5091,TDRD3,Proteostasis,Ubiquitin Proteasome System,ENSG00000083544,ENSMUSG00000022019
5092,CREBBP,Proteostasis,Ubiquitin Proteasome System,ENSG00000005339,ENSMUSG00000022521
5093,MYB,Proteostasis,Ubiquitin Proteasome System,ENSG00000118513,ENSMUSG00000019982
5094,DMRT3,Proteostasis,Ubiquitin Proteasome System,ENSG00000064218,ENSMUSG00000042372
5095,ZCCHC12,Proteostasis,Ubiquitin Proteasome System,ENSG00000174460,ENSMUSG00000036699
5096,EWSR1,Proteostasis,Ubiquitin Proteasome System,ENSG00000182944,ENSMUSG00000009079
5097,RYBP,Proteostasis,Ubiquitin Proteasome System,ENSG00000163602,ENSMUSG00000072872
5098,TEX13A,Proteostasis,Ubiquitin Proteasome System,ENSG00000268629,ENSMUSG00000071686
5099,TEX13C,Proteostasis,Ubiquitin Proteasome System,ENSG00000282815,
5100,TEX13D,Proteostasis,Ubiquitin Proteasome System,ENSG00000282419,ENSMUSG00000105993
5101,SETDB1,Proteostasis,Ubiquitin Proteasome System,ENSG00000143379,ENSMUSG00000015697
5102,ZMYM2,Proteostasis,Ubiquitin Proteasome System,ENSG00000121741,ENSMUSG00000021945
5103,JARID2,Proteostasis,Ubiquitin Proteasome System,ENSG00000008083,ENSMUSG00000038518
5104,DNMT1,Proteostasis,Ubiquitin Proteasome System,ENSG00000130816,ENSMUSG00000004099
5105,RCOR1,Proteostasis,Ubiquitin Proteasome System,ENSG00000089902,ENSMUSG00000037896
5106,DHX57,Proteostasis,Ubiquitin Proteasome System,ENSG00000163214,ENSMUSG00000035051
5107,RBM5,Proteostasis,Ubiquitin Proteasome System,ENSG00000003756,ENSMUSG00000032580
5108,RBM6,Proteostasis,Ubiquitin Proteasome System,ENSG00000004534,ENSMUSG00000032582
5109,RBM10,Proteostasis,Ubiquitin Proteasome System,ENSG00000182872,ENSMUSG00000031060
5110,ZRANB2,Proteostasis,Ubiquitin Proteasome System,ENSG00000132485,ENSMUSG00000028180
5111,RBM44,Proteostasis,Ubiquitin Proteasome System,ENSG00000177483,ENSMUSG00000070732
5112,SMN1,Proteostasis,Ubiquitin Proteasome System,ENSG00000275349,ENSMUSG00000021645
5113,PRPF8,Proteostasis,Ubiquitin Proteasome System,ENSG00000174231,ENSMUSG00000020850
5114,NXF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000162231,ENSMUSG00000010097
5115,NXF2,Proteostasis,Ubiquitin Proteasome System,ENSG00000269405,ENSMUSG00000009941
5116,ZC3H12A,Proteostasis,Ubiquitin Proteasome System,ENSG00000163874,ENSMUSG00000042677
5117,ZC3H12B,Proteostasis,Ubiquitin Proteasome System,ENSG00000102053,ENSMUSG00000035045
5118,ZC3H12C,Proteostasis,Ubiquitin Proteasome System,ENSG00000149289,ENSMUSG00000035164
5119,ZC3H12D,Proteostasis,Ubiquitin Proteasome System,ENSG00000178199,ENSMUSG00000039981
5120,IMPACT,Proteostasis,Ubiquitin Proteasome System,ENSG00000154059,ENSMUSG00000024423
5121,TNRC6C,Proteostasis,Ubiquitin Proteasome System,ENSG00000078687,ENSMUSG00000025571
