,Gene,Hallmark,Subprocess,ENSEMBL,ENSEMBL_mice
4415,TRIM10,Proteostasis,Ubiquitin Proteasome System,ENSG00000237703,ENSMUSG00000073400
4416,TRIM15,Proteostasis,Ubiquitin Proteasome System,ENSG00000137384,ENSMUSG00000050747
4417,TRIM17,Proteostasis,Ubiquitin Proteasome System,ENSG00000162931,ENSMUSG00000036964
4418,TRIM50,Proteostasis,Ubiquitin Proteasome System,ENSG00000146755,ENSMUSG00000053388
4419,TRIM5,Proteostasis,Ubiquitin Proteasome System,ENSG00000132256,ENSMUSG00000060441
4420,TRIM22,Proteostasis,Ubiquitin Proteasome System,ENSG00000132274,
4421,TRIM47,Proteostasis,Ubiquitin Proteasome System,ENSG00000132481,ENSMUSG00000020773
4422,TRIM7,Proteostasis,Ubiquitin Proteasome System,ENSG00000146054,ENSMUSG00000040350
4423,TRIM27,Proteostasis,Ubiquitin Proteasome System,ENSG00000234495,ENSMUSG00000021326
4424,TRIM11,Proteostasis,Ubiquitin Proteasome System,ENSG00000154370,ENSMUSG00000020455
4425,TRIM26,Proteostasis,Ubiquitin Proteasome System,ENSG00000228881,ENSMUSG00000024457
4426,TRIM35,Proteostasis,Ubiquitin Proteasome System,ENSG00000104228,ENSMUSG00000022043
4427,TRIM38,Proteostasis,Ubiquitin Proteasome System,ENSG00000112343,ENSMUSG00000064140
4428,TRIM39,Proteostasis,Ubiquitin Proteasome System,ENSG00000204599,ENSMUSG00000045409
4429,TRIM41,Proteostasis,Ubiquitin Proteasome System,ENSG00000146063,ENSMUSG00000040365
4430,TRIM58,Proteostasis,Ubiquitin Proteasome System,ENSG00000162722,ENSMUSG00000037124
4431,TRIM60,Proteostasis,Ubiquitin Proteasome System,ENSG00000176979,ENSMUSG00000053490
4432,TRIM62,Proteostasis,Ubiquitin Proteasome System,ENSG00000116525,ENSMUSG00000041000
4433,TRIM72,Proteostasis,Ubiquitin Proteasome System,ENSG00000177238,ENSMUSG00000042828
4434,TRIM75,Proteostasis,Ubiquitin Proteasome System,ENSG00000250374,ENSMUSG00000071089
4435,TRIM43,Proteostasis,Ubiquitin Proteasome System,ENSG00000144015,
4436,TRIM4,Proteostasis,Ubiquitin Proteasome System,ENSG00000146833,
4437,TRIM34,Proteostasis,Ubiquitin Proteasome System,ENSG00000258659,
4438,TRIM64,Proteostasis,Ubiquitin Proteasome System,ENSG00000204450,
4439,TRIM65,Proteostasis,Ubiquitin Proteasome System,ENSG00000141569,ENSMUSG00000054517
4440,TRIM69,Proteostasis,Ubiquitin Proteasome System,ENSG00000185880,ENSMUSG00000033368
4441,TRIM25,Proteostasis,Ubiquitin Proteasome System,ENSG00000121060,ENSMUSG00000000275
4442,TRIML1,Proteostasis,Ubiquitin Proteasome System,ENSG00000184108,ENSMUSG00000031651
4443,TRIM77,Proteostasis,Ubiquitin Proteasome System,ENSG00000214414,
4444,TRIM43B,Proteostasis,Ubiquitin Proteasome System,ENSG00000144010,ENSMUSG00000079162
4445,TRIM64B,Proteostasis,Ubiquitin Proteasome System,ENSG00000189253,
4446,TRIM64C,Proteostasis,Ubiquitin Proteasome System,ENSG00000214891,
4447,TRIM68,Proteostasis,Ubiquitin Proteasome System,ENSG00000167333,ENSMUSG00000073968
4448,TRIM51,Proteostasis,Ubiquitin Proteasome System,ENSG00000124900,
4449,TRIM49,Proteostasis,Ubiquitin Proteasome System,ENSG00000168930,
4450,TRIM49B,Proteostasis,Ubiquitin Proteasome System,ENSG00000182053,
4451,TRIM49C,Proteostasis,Ubiquitin Proteasome System,ENSG00000204449,
4452,TRIM49D1,Proteostasis,Ubiquitin Proteasome System,ENSG00000223417,
4453,TRIM24,Proteostasis,Ubiquitin Proteasome System,ENSG00000122779,ENSMUSG00000029833
4454,TRIM28,Proteostasis,Ubiquitin Proteasome System,ENSG00000130726,ENSMUSG00000005566
4455,TRIM33,Proteostasis,Ubiquitin Proteasome System,ENSG00000197323,ENSMUSG00000033014
4456,TRIM45,Proteostasis,Ubiquitin Proteasome System,ENSG00000134253,ENSMUSG00000033233
4457,TRIM2,Proteostasis,Ubiquitin Proteasome System,ENSG00000109654,ENSMUSG00000027993
4458,TRIM3,Proteostasis,Ubiquitin Proteasome System,ENSG00000110171,ENSMUSG00000036989
4459,TRIM71,Proteostasis,Ubiquitin Proteasome System,ENSG00000206557,ENSMUSG00000079259
4460,TRIM32,Proteostasis,Ubiquitin Proteasome System,ENSG00000119401,ENSMUSG00000051675
4461,TRIM56,Proteostasis,Ubiquitin Proteasome System,ENSG00000169871,ENSMUSG00000043279
4462,TRIM37,Proteostasis,Ubiquitin Proteasome System,ENSG00000108395,ENSMUSG00000018548
4463,TRIM23,Proteostasis,Ubiquitin Proteasome System,ENSG00000113595,ENSMUSG00000021712
4464,TRIM13,Proteostasis,Ubiquitin Proteasome System,ENSG00000204977,ENSMUSG00000035235
4465,TRIM59,Proteostasis,Ubiquitin Proteasome System,ENSG00000213186,ENSMUSG00000034317
4466,PML,Proteostasis,Ubiquitin Proteasome System,ENSG00000140464,ENSMUSG00000036986
4467,RNF207,Proteostasis,Ubiquitin Proteasome System,ENSG00000158286,ENSMUSG00000058498
4468,TRIM31,Proteostasis,Ubiquitin Proteasome System,ENSG00000226402,ENSMUSG00000058063
4469,TRIM8,Proteostasis,Ubiquitin Proteasome System,ENSG00000171206,ENSMUSG00000025034
4470,TRIM73,Proteostasis,Ubiquitin Proteasome System,ENSG00000178809,
4471,TRIM74,Proteostasis,Ubiquitin Proteasome System,ENSG00000155428,
4472,RNF187,Proteostasis,Ubiquitin Proteasome System,ENSG00000168159,ENSMUSG00000020496
4473,TRIM48,Proteostasis,Ubiquitin Proteasome System,ENSG00000150244,
4474,TRIM61,Proteostasis,Ubiquitin Proteasome System,ENSG00000183439,ENSMUSG00000109718
4475,TRIM52,Proteostasis,Ubiquitin Proteasome System,ENSG00000183718,ENSMUSG00000022113
4476,TRIM40,Proteostasis,Ubiquitin Proteasome System,ENSG00000204614,ENSMUSG00000073399
4477,MEFV,Proteostasis,Ubiquitin Proteasome System,ENSG00000103313,ENSMUSG00000022534
4478,CMYA5,Proteostasis,Ubiquitin Proteasome System,ENSG00000164309,ENSMUSG00000047419
4479,TRIM14,Proteostasis,Ubiquitin Proteasome System,ENSG00000106785,ENSMUSG00000039853
4480,TRIM16,Proteostasis,Ubiquitin Proteasome System,ENSG00000221926,ENSMUSG00000047821
4481,TRIM16L,Proteostasis,Ubiquitin Proteasome System,ENSG00000108448,
4482,TRIML2,Proteostasis,Ubiquitin Proteasome System,ENSG00000179046,ENSMUSG00000091490
4483,TRIM66,Proteostasis,Ubiquitin Proteasome System,ENSG00000166436,ENSMUSG00000031026
4484,TRIM29,Proteostasis,Ubiquitin Proteasome System,ENSG00000137699,ENSMUSG00000032013
4485,TRIM44,Proteostasis,Ubiquitin Proteasome System,ENSG00000166326,ENSMUSG00000027189
4486,RFPL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000128250,
4487,RFPL2,Proteostasis,Ubiquitin Proteasome System,ENSG00000128253,
4488,RFPL3,Proteostasis,Ubiquitin Proteasome System,ENSG00000128276,
4489,RFPL4A,Proteostasis,Ubiquitin Proteasome System,ENSG00000223638,
4490,RFPL4B,Proteostasis,Ubiquitin Proteasome System,ENSG00000251258,ENSMUSG00000094311
4491,RFPL4AL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000229292,
4492,RNF39,Proteostasis,Ubiquitin Proteasome System,ENSG00000230332,ENSMUSG00000036492
4493,RNF123,Proteostasis,Ubiquitin Proteasome System,ENSG00000164068,ENSMUSG00000041528
4494,RNF135,Proteostasis,Ubiquitin Proteasome System,ENSG00000181481,ENSMUSG00000020707
4495,RSPRY1,Proteostasis,Ubiquitin Proteasome System,ENSG00000159579,ENSMUSG00000050079
4496,BIRC2,Proteostasis,Ubiquitin Proteasome System,ENSG00000110330,ENSMUSG00000057367
4497,BIRC3,Proteostasis,Ubiquitin Proteasome System,ENSG00000023445,ENSMUSG00000032000
4498,BIRC7,Proteostasis,Ubiquitin Proteasome System,ENSG00000101197,ENSMUSG00000038840
4499,BIRC8,Proteostasis,Ubiquitin Proteasome System,ENSG00000163098,
4500,XIAP,Proteostasis,Ubiquitin Proteasome System,ENSG00000101966,ENSMUSG00000025860
4503,BRAP,Proteostasis,Ubiquitin Proteasome System,ENSG00000089234,ENSMUSG00000029458
4504,CBL,Proteostasis,Ubiquitin Proteasome System,ENSG00000110395,ENSMUSG00000034342
4505,CBLB,Proteostasis,Ubiquitin Proteasome System,ENSG00000114423,ENSMUSG00000022637
4506,CBLC,Proteostasis,Ubiquitin Proteasome System,ENSG00000142273,ENSMUSG00000040525
4507,RNF146,Proteostasis,Ubiquitin Proteasome System,ENSG00000118518,ENSMUSG00000038876
4508,DTX1,Proteostasis,Ubiquitin Proteasome System,ENSG00000135144,ENSMUSG00000029603
4509,DTX2,Proteostasis,Ubiquitin Proteasome System,ENSG00000282379,ENSMUSG00000004947
4510,DTX4,Proteostasis,Ubiquitin Proteasome System,ENSG00000110042,ENSMUSG00000039982
4511,DTX3,Proteostasis,Ubiquitin Proteasome System,ENSG00000178498,ENSMUSG00000040415
4512,DTX3L,Proteostasis,Ubiquitin Proteasome System,ENSG00000163840,ENSMUSG00000049502
4513,RNF13,Proteostasis,Ubiquitin Proteasome System,ENSG00000082996,ENSMUSG00000036503
4514,RNF128,Proteostasis,Ubiquitin Proteasome System,ENSG00000133135,ENSMUSG00000031438
4515,RNF130,Proteostasis,Ubiquitin Proteasome System,ENSG00000113269,ENSMUSG00000020376
4516,RNF133,Proteostasis,Ubiquitin Proteasome System,ENSG00000188050,ENSMUSG00000051956
4517,RNF148,Proteostasis,Ubiquitin Proteasome System,ENSG00000235631,ENSMUSG00000078179
4518,RNF149,Proteostasis,Ubiquitin Proteasome System,ENSG00000163162,ENSMUSG00000048234
4519,RNF150,Proteostasis,Ubiquitin Proteasome System,ENSG00000170153,ENSMUSG00000047747
4520,RNF167,Proteostasis,Ubiquitin Proteasome System,ENSG00000108523,ENSMUSG00000040746
4521,ZNRF4,Proteostasis,Ubiquitin Proteasome System,ENSG00000105428,ENSMUSG00000044526
4522,CBLL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000105879,ENSMUSG00000020659
4523,CBLL2,Proteostasis,Ubiquitin Proteasome System,ENSG00000175809,
4524,IRF2BP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000170604,ENSMUSG00000044030
4525,IRF2BP2,Proteostasis,Ubiquitin Proteasome System,ENSG00000168264,ENSMUSG00000051495
4526,IRF2BPL,Proteostasis,Ubiquitin Proteasome System,ENSG00000119669,ENSMUSG00000034168
4527,LONRF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000285360,ENSMUSG00000039633
4528,LONRF2,Proteostasis,Ubiquitin Proteasome System,ENSG00000170500,ENSMUSG00000048814
4529,LONRF3,Proteostasis,Ubiquitin Proteasome System,ENSG00000175556,ENSMUSG00000016239
4530,MKRN1,Proteostasis,Ubiquitin Proteasome System,ENSG00000133606,ENSMUSG00000029922
4531,MKRN3,Proteostasis,Ubiquitin Proteasome System,ENSG00000179455,ENSMUSG00000070527
4532,MKRN2,Proteostasis,Ubiquitin Proteasome System,ENSG00000075975,ENSMUSG00000000439
4533,MARCHF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000145416,ENSMUSG00000036469
4534,MARCHF2,Proteostasis,Ubiquitin Proteasome System,ENSG00000099785,ENSMUSG00000079557
4535,MARCHF3,Proteostasis,Ubiquitin Proteasome System,ENSG00000173926,ENSMUSG00000032656
4536,MARCHF4,Proteostasis,Ubiquitin Proteasome System,ENSG00000144583,ENSMUSG00000039372
4537,MARCHF5,Proteostasis,Ubiquitin Proteasome System,ENSG00000198060,ENSMUSG00000023307
4538,MARCHF6,Proteostasis,Ubiquitin Proteasome System,ENSG00000145495,ENSMUSG00000039100
4539,MARCHF8,Proteostasis,Ubiquitin Proteasome System,ENSG00000278545,ENSMUSG00000025702
4540,MARCHF9,Proteostasis,Ubiquitin Proteasome System,ENSG00000139266,ENSMUSG00000040502
4541,MARCHF11,Proteostasis,Ubiquitin Proteasome System,ENSG00000183654,ENSMUSG00000022269
4542,MARCHF7,Proteostasis,Ubiquitin Proteasome System,ENSG00000136536,ENSMUSG00000026977
4543,MARCHF10,Proteostasis,Ubiquitin Proteasome System,ENSG00000173838,ENSMUSG00000078627
4544,MDM2,Proteostasis,Ubiquitin Proteasome System,ENSG00000135679,ENSMUSG00000020184
4545,MDM4,Proteostasis,Ubiquitin Proteasome System,ENSG00000198625,ENSMUSG00000054387
4546,MEX3A,Proteostasis,Ubiquitin Proteasome System,ENSG00000254726,ENSMUSG00000074480
4547,MEX3B,Proteostasis,Ubiquitin Proteasome System,ENSG00000183496,ENSMUSG00000057706
4548,MEX3C,Proteostasis,Ubiquitin Proteasome System,ENSG00000176624,ENSMUSG00000037253
4549,MEX3D,Proteostasis,Ubiquitin Proteasome System,ENSG00000181588,ENSMUSG00000048696
4550,MIB1,Proteostasis,Ubiquitin Proteasome System,ENSG00000101752,ENSMUSG00000024294
4551,MIB2,Proteostasis,Ubiquitin Proteasome System,ENSG00000197530,ENSMUSG00000029060
4552,NFXL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000170448,ENSMUSG00000072889
4553,NFX1,Proteostasis,Ubiquitin Proteasome System,ENSG00000086102,ENSMUSG00000028423
4554,NEURL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000107954,
4555,NEURL1B,Proteostasis,Ubiquitin Proteasome System,ENSG00000214357,ENSMUSG00000034413
4556,NEURL3,Proteostasis,Ubiquitin Proteasome System,ENSG00000163121,ENSMUSG00000047180
4557,LNX1,Proteostasis,Ubiquitin Proteasome System,ENSG00000072201,ENSMUSG00000029228
4558,LNX2,Proteostasis,Ubiquitin Proteasome System,ENSG00000139517,ENSMUSG00000016520
4559,PDZRN4,Proteostasis,Ubiquitin Proteasome System,ENSG00000165966,ENSMUSG00000036218
4560,PDZRN3,Proteostasis,Ubiquitin Proteasome System,ENSG00000121440,ENSMUSG00000035357
4561,PELI1,Proteostasis,Ubiquitin Proteasome System,ENSG00000197329,ENSMUSG00000020134
4562,PELI2,Proteostasis,Ubiquitin Proteasome System,ENSG00000139946,ENSMUSG00000021846
4563,PELI3,Proteostasis,Ubiquitin Proteasome System,ENSG00000174516,ENSMUSG00000024901
4564,PEX2,Proteostasis,Ubiquitin Proteasome System,ENSG00000164751,ENSMUSG00000040374
4565,PEX10,Proteostasis,Ubiquitin Proteasome System,ENSG00000157911,ENSMUSG00000029047
4566,PEX12,Proteostasis,Ubiquitin Proteasome System,ENSG00000108733,ENSMUSG00000018733
4575,PJA1,Proteostasis,Ubiquitin Proteasome System,ENSG00000181191,ENSMUSG00000034403
4576,PJA2,Proteostasis,Ubiquitin Proteasome System,ENSG00000198961,ENSMUSG00000024083
4577,RNF20,Proteostasis,Ubiquitin Proteasome System,ENSG00000155827,ENSMUSG00000028309
4578,RNF40,Proteostasis,Ubiquitin Proteasome System,ENSG00000103549,ENSMUSG00000030816
4579,RC3H1,Proteostasis,Ubiquitin Proteasome System,ENSG00000135870,ENSMUSG00000040423
4580,RC3H2,Proteostasis,Ubiquitin Proteasome System,ENSG00000056586,ENSMUSG00000075376
4581,RAD18,Proteostasis,Ubiquitin Proteasome System,ENSG00000070950,ENSMUSG00000030254
4582,RFFL,Proteostasis,Ubiquitin Proteasome System,ENSG00000092871,ENSMUSG00000020696
4583,RNF34,Proteostasis,Ubiquitin Proteasome System,ENSG00000170633,ENSMUSG00000029474
4584,SH3RF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000154447,ENSMUSG00000031642
4585,SH3RF2,Proteostasis,Ubiquitin Proteasome System,ENSG00000156463,ENSMUSG00000057719
4586,SH3RF3,Proteostasis,Ubiquitin Proteasome System,ENSG00000172985,ENSMUSG00000037990
4587,SIAH1,Proteostasis,Ubiquitin Proteasome System,ENSG00000196470,
4588,SIAH2,Proteostasis,Ubiquitin Proteasome System,ENSG00000181788,ENSMUSG00000036432
4589,SIAH3,Proteostasis,Ubiquitin Proteasome System,ENSG00000215475,ENSMUSG00000091722
4590,RNF151,Proteostasis,Ubiquitin Proteasome System,ENSG00000179580,ENSMUSG00000008482
4591,RNF41,Proteostasis,Ubiquitin Proteasome System,ENSG00000181852,ENSMUSG00000025373
4592,TRAF2,Proteostasis,Ubiquitin Proteasome System,ENSG00000127191,ENSMUSG00000026942
4593,TRAF3,Proteostasis,Ubiquitin Proteasome System,ENSG00000131323,ENSMUSG00000021277
4594,TRAF4,Proteostasis,Ubiquitin Proteasome System,ENSG00000076604,ENSMUSG00000017386
4595,TRAF5,Proteostasis,Ubiquitin Proteasome System,ENSG00000082512,ENSMUSG00000026637
4596,TRAF6,Proteostasis,Ubiquitin Proteasome System,ENSG00000175104,ENSMUSG00000027164
4597,TRAF7,Proteostasis,Ubiquitin Proteasome System,ENSG00000131653,ENSMUSG00000052752
4598,ZFTRAF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000187954,ENSMUSG00000053929
4599,RNF114,Proteostasis,Ubiquitin Proteasome System,ENSG00000124226,ENSMUSG00000006418
4600,RNF125,Proteostasis,Ubiquitin Proteasome System,ENSG00000101695,ENSMUSG00000033107
4601,RNF138,Proteostasis,Ubiquitin Proteasome System,ENSG00000134758,ENSMUSG00000024317
4602,RNF166,Proteostasis,Ubiquitin Proteasome System,ENSG00000158717,ENSMUSG00000014470
4603,KCMF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000176407,ENSMUSG00000055239
4606,UBR3,Proteostasis,Ubiquitin Proteasome System,ENSG00000144357,ENSMUSG00000044308
4607,UBR4,Proteostasis,Ubiquitin Proteasome System,ENSG00000127481,ENSMUSG00000066036
4608,UBR7,Proteostasis,Ubiquitin Proteasome System,ENSG00000278787,ENSMUSG00000041712
4611,UNK,Proteostasis,Ubiquitin Proteasome System,ENSG00000132478,ENSMUSG00000020770
4612,UNKL,Proteostasis,Ubiquitin Proteasome System,ENSG00000059145,ENSMUSG00000015127
4613,VPS8,Proteostasis,Ubiquitin Proteasome System,ENSG00000156931,ENSMUSG00000033653
4614,VPS11,Proteostasis,Ubiquitin Proteasome System,ENSG00000280616,ENSMUSG00000032127
4615,VPS41,Proteostasis,Ubiquitin Proteasome System,ENSG00000006715,ENSMUSG00000041236
4616,ZNRF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000186187,ENSMUSG00000033545
4617,ZNRF2,Proteostasis,Ubiquitin Proteasome System,ENSG00000180233,ENSMUSG00000058446
4618,RNF213,Proteostasis,Ubiquitin Proteasome System,ENSG00000173821,ENSMUSG00000070327
4619,RNF112,Proteostasis,Ubiquitin Proteasome System,ENSG00000128482,ENSMUSG00000010086
4620,SHPRH,Proteostasis,Ubiquitin Proteasome System,ENSG00000146414,ENSMUSG00000090112
4621,HLTF,Proteostasis,Ubiquitin Proteasome System,ENSG00000071794,ENSMUSG00000002428
4622,RAG1,Proteostasis,Ubiquitin Proteasome System,ENSG00000166349,ENSMUSG00000061311
4623,KMT2C,Proteostasis,Ubiquitin Proteasome System,ENSG00000055609,ENSMUSG00000038056
4624,KMT2D,Proteostasis,Ubiquitin Proteasome System,ENSG00000167548,ENSMUSG00000048154
4625,NSD2,Proteostasis,Ubiquitin Proteasome System,ENSG00000109685,ENSMUSG00000057406
4626,BAZ1B,Proteostasis,Ubiquitin Proteasome System,ENSG00000009954,ENSMUSG00000002748
4627,MAP3K1,Proteostasis,Ubiquitin Proteasome System,ENSG00000095015,ENSMUSG00000021754
4628,MNAT1,Proteostasis,Ubiquitin Proteasome System,ENSG00000020426,ENSMUSG00000021103
4629,RNF111,Proteostasis,Ubiquitin Proteasome System,ENSG00000157450,ENSMUSG00000032217
4630,RNF4,Proteostasis,Ubiquitin Proteasome System,ENSG00000063978,ENSMUSG00000029110
4631,TTC3,Proteostasis,Ubiquitin Proteasome System,ENSG00000182670,ENSMUSG00000040785
4632,RNF169,Proteostasis,Ubiquitin Proteasome System,ENSG00000166439,ENSMUSG00000058761
4633,LTN1,Proteostasis,Ubiquitin Proteasome System,ENSG00000198862,ENSMUSG00000052299
4634,DZIP3,Proteostasis,Ubiquitin Proteasome System,ENSG00000198919,ENSMUSG00000064061
4635,RNF25,Proteostasis,Ubiquitin Proteasome System,ENSG00000163481,ENSMUSG00000026171
4637,RNF214,Proteostasis,Ubiquitin Proteasome System,ENSG00000167257,ENSMUSG00000042790
4638,RNF168,Proteostasis,Ubiquitin Proteasome System,ENSG00000163961,ENSMUSG00000014074
4639,RNF220,Proteostasis,Ubiquitin Proteasome System,ENSG00000187147,ENSMUSG00000028677
4641,RNF5,Proteostasis,Ubiquitin Proteasome System,ENSG00000228907,ENSMUSG00000015478
4643,BFAR,Proteostasis,Ubiquitin Proteasome System,ENSG00000275618,ENSMUSG00000022684
4644,RNF186,Proteostasis,Ubiquitin Proteasome System,ENSG00000178828,ENSMUSG00000070661
4645,RNFT1,Proteostasis,Ubiquitin Proteasome System,ENSG00000189050,ENSMUSG00000020521
4646,RNF183,Proteostasis,Ubiquitin Proteasome System,ENSG00000165188,ENSMUSG00000063851
4647,RNF152,Proteostasis,Ubiquitin Proteasome System,ENSG00000176641,ENSMUSG00000047496
4648,RNFT2,Proteostasis,Ubiquitin Proteasome System,ENSG00000135119,ENSMUSG00000032850
4649,RNF182,Proteostasis,Ubiquitin Proteasome System,ENSG00000180537,ENSMUSG00000044164
4650,RNF222,Proteostasis,Ubiquitin Proteasome System,ENSG00000189051,ENSMUSG00000046490
4651,RNF43,Proteostasis,Ubiquitin Proteasome System,ENSG00000108375,ENSMUSG00000034177
4652,RNF223,Proteostasis,Ubiquitin Proteasome System,ENSG00000237330,ENSMUSG00000110404
4653,RNF225,Proteostasis,Ubiquitin Proteasome System,ENSG00000269855,ENSMUSG00000033967
4654,ZNRF3,Proteostasis,Ubiquitin Proteasome System,ENSG00000183579,ENSMUSG00000041961
4655,RNF215,Proteostasis,Ubiquitin Proteasome System,ENSG00000099999,ENSMUSG00000003581
4656,RNF24,Proteostasis,Ubiquitin Proteasome System,ENSG00000101236,ENSMUSG00000048911
4657,RNF26,Proteostasis,Ubiquitin Proteasome System,ENSG00000173456,ENSMUSG00000053128
4658,RNF170,Proteostasis,Ubiquitin Proteasome System,ENSG00000120925,ENSMUSG00000013878
4659,RNF122,Proteostasis,Ubiquitin Proteasome System,ENSG00000133874,ENSMUSG00000039328
4660,DCST1,Proteostasis,Ubiquitin Proteasome System,ENSG00000163357,ENSMUSG00000042672
4662,RNF121,Proteostasis,Ubiquitin Proteasome System,ENSG00000137522,ENSMUSG00000070426
4663,RNF175,Proteostasis,Ubiquitin Proteasome System,ENSG00000145428,
4664,RNF139,Proteostasis,Ubiquitin Proteasome System,ENSG00000170881,ENSMUSG00000037075
4665,RNF145,Proteostasis,Ubiquitin Proteasome System,ENSG00000145860,ENSMUSG00000019189
4666,RNF180,Proteostasis,Ubiquitin Proteasome System,ENSG00000164197,ENSMUSG00000021720
4667,RNF103,Proteostasis,Ubiquitin Proteasome System,ENSG00000239305,ENSMUSG00000052656
4668,MUL1,Proteostasis,Ubiquitin Proteasome System,ENSG00000090432,ENSMUSG00000041241
4669,CCNB1IP1,Proteostasis,Ubiquitin Proteasome System,ENSG00000291784,ENSMUSG00000071470
4670,CGRRF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000100532,ENSMUSG00000055128
4671,CHFR,Proteostasis,Ubiquitin Proteasome System,ENSG00000072609,ENSMUSG00000014668
4672,CNOT4,Proteostasis,Ubiquitin Proteasome System,ENSG00000080802,ENSMUSG00000038784
4673,LRSAM1,Proteostasis,Ubiquitin Proteasome System,ENSG00000148356,ENSMUSG00000026792
4674,MGRN1,Proteostasis,Ubiquitin Proteasome System,ENSG00000102858,ENSMUSG00000022517
4676,MYLIP,Proteostasis,Ubiquitin Proteasome System,ENSG00000007944,ENSMUSG00000038175
4677,NHLRC1,Proteostasis,Ubiquitin Proteasome System,ENSG00000187566,ENSMUSG00000044231
4678,NSMCE1,Proteostasis,Ubiquitin Proteasome System,ENSG00000169189,ENSMUSG00000030750
4679,OBI1,Proteostasis,Ubiquitin Proteasome System,ENSG00000152193,ENSMUSG00000022120
4680,PHF7,Proteostasis,Ubiquitin Proteasome System,ENSG00000010318,ENSMUSG00000021902
4681,PHRF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000070047,ENSMUSG00000038611
4682,RAPSN,Proteostasis,Ubiquitin Proteasome System,ENSG00000165917,ENSMUSG00000002104
4683,RCHY1,Proteostasis,Ubiquitin Proteasome System,ENSG00000163743,ENSMUSG00000029397
4684,RFWD3,Proteostasis,Ubiquitin Proteasome System,ENSG00000168411,ENSMUSG00000033596
4685,RLIM,Proteostasis,Ubiquitin Proteasome System,ENSG00000131263,ENSMUSG00000056537
4686,RNF10,Proteostasis,Ubiquitin Proteasome System,ENSG00000022840,ENSMUSG00000041740
4687,RNF11,Proteostasis,Ubiquitin Proteasome System,ENSG00000123091,ENSMUSG00000028557
4688,RNF113A,Proteostasis,Ubiquitin Proteasome System,ENSG00000125352,
4689,RNF113B,Proteostasis,Ubiquitin Proteasome System,ENSG00000139797,
4690,RNF115,Proteostasis,Ubiquitin Proteasome System,ENSG00000265491,ENSMUSG00000028098
4691,RNF126,Proteostasis,Ubiquitin Proteasome System,ENSG00000070423,ENSMUSG00000035890
4692,RNF141,Proteostasis,Ubiquitin Proteasome System,ENSG00000110315,ENSMUSG00000030788
4693,RNF157,Proteostasis,Ubiquitin Proteasome System,ENSG00000141576,ENSMUSG00000052949
4694,RNF165,Proteostasis,Ubiquitin Proteasome System,,
4695,RNF17,Proteostasis,Ubiquitin Proteasome System,ENSG00000132972,ENSMUSG00000000365
4696,RNF181,Proteostasis,Ubiquitin Proteasome System,ENSG00000168894,ENSMUSG00000055850
4697,RNF208,Proteostasis,Ubiquitin Proteasome System,ENSG00000212864,ENSMUSG00000044628
4698,RNF212,Proteostasis,Ubiquitin Proteasome System,ENSG00000178222,ENSMUSG00000055385
4699,RNF212B,Proteostasis,Ubiquitin Proteasome System,ENSG00000215277,ENSMUSG00000112858
4700,RNF224,Proteostasis,Ubiquitin Proteasome System,ENSG00000233198,ENSMUSG00000089953
4701,RNF227,Proteostasis,Ubiquitin Proteasome System,ENSG00000179859,ENSMUSG00000043419
4702,RNF32,Proteostasis,Ubiquitin Proteasome System,ENSG00000105982,ENSMUSG00000029130
4703,RNF38,Proteostasis,Ubiquitin Proteasome System,ENSG00000137075,ENSMUSG00000035696
4704,RNF44,Proteostasis,Ubiquitin Proteasome System,ENSG00000146083,ENSMUSG00000034928
4705,RNF6,Proteostasis,Ubiquitin Proteasome System,ENSG00000127870,ENSMUSG00000029634
4706,RNF8,Proteostasis,Ubiquitin Proteasome System,ENSG00000112130,ENSMUSG00000090083
4707,RUFY1,Proteostasis,Ubiquitin Proteasome System,ENSG00000284260,ENSMUSG00000020375
4708,SCAF11,Proteostasis,Ubiquitin Proteasome System,ENSG00000139218,ENSMUSG00000033228
4709,TOPORS,Proteostasis,Ubiquitin Proteasome System,ENSG00000197579,ENSMUSG00000036822
4710,TRAIP,Proteostasis,Ubiquitin Proteasome System,ENSG00000183763,ENSMUSG00000032586
4711,ZNF598,Proteostasis,Ubiquitin Proteasome System,ENSG00000292232,
4712,ZSWIM2,Proteostasis,Ubiquitin Proteasome System,ENSG00000163012,ENSMUSG00000034552
4713,BABAM2,Proteostasis,Ubiquitin Proteasome System,ENSG00000158019,ENSMUSG00000052139
4714,TRAF1,Proteostasis,Ubiquitin Proteasome System,ENSG00000056558,ENSMUSG00000026875
